date,month,bank,rating,cleaned_review,sentiment_score,sentiment
2020-01-24,2020-01,Kotak,5.0,i hold salary account from last years and its with kotak mahindra bank their executive came to my office to open this account im a frequent user of net banking and there is no issue on that if they are working on customers request it would be fine i dont need to maintain any minimum balance on this account,-0.1027,Negative
2020-01-24,2020-01,Axis Bank,5.0,opened my salary account with axis bank and i am using this account from im using the net banking facility which is really good axis bank branch service is very good because they are providing a prompt response to the customer they are not deducting any hidden charges,0.647,Positive
2020-01-24,2020-01,HDFC Bank,5.0,i am using hdfc bank savings account more than years i have an account with this bank so i need to maintain a minimum some balance some time i will deposit either rs k or k like that the customer service was good and this is domestic debit card,0.6597,Positive
2020-01-23,2020-01,review,4.0,i had opened my savings account from andhra bank and i have been using this account year ago the staff response was average and they took days to provide the debit card i am using for internet banking but i have not received any user id and password still now i need to hold a minimum amount of rs annual charges for this debit card of rupees,-0.3919,Negative
2020-01-23,2020-01,review,5.0,i have syndicate bank salary account for the past years i will be receiving the transaction details through message customer service is also good and getting good responseeverything is good to me on this bank account if have any query and contact customer service will get good response safe and secure banking service so far,0.9423,Positive
2020-01-23,2020-01,review,5.0,i am using union bank of india saving account more than years it is salary comes savings account no need to maintain minimum balance i am using this bank for mobile banking and internet banking both are good actually and also i am getting alert messages for cash withdrawal atm service are good and the customer service was fine,0.7717,Positive
2020-01-23,2020-01,Axis Bank,4.0,i am using axis bank salary account for more than years mobile application is user friendly and easy for fund transfer i have rewards debit card there is no annual charges the joining fee is rs atm are very sufficient and i have not checked for the charges,0.5859,Positive
2020-01-23,2020-01,review,4.0,in iob they are providing good service to the customer on my salary account its a zero balance account and i am using this account more than years customer service and responsiveness was good atm and branches are near from my residence,0.7003,Positive
2020-01-22,2020-01,SBI,4.0,i am using the sbi savings account more than years no need to maintain minimum balance their net banking facility is good and they are not taking any hidden charges for cash withdrawal and deposits customer service and response was good in sbi,0.3262,Positive
2020-01-22,2020-01,SBI,5.0,i have sbi saving account for the past years i am using net banking service as well as mobile banking service both of this service is used for money transfer utility bill payment and recharge customer service is also good and transaction is safe and secure i am satisfied with banking service,0.9022,Positive
2020-01-22,2020-01,review,5.0,i am having a savings account from oriental bank of commerce opened this account almost years before if i go to their branch they are giving prompt response i need to hold a minimum balance of rs im not using their net banking facility and mobile app they are charging rs for other atm withdrawal for each transaction,0.3612,Positive
2020-01-22,2020-01,IDBI,5.0,in idbi they are providing very good service to the customer for my salary account its a zero balance account branch staffs are helping the customer im getting a good connectivity in the mobile app they are not taking any additional charges without my knowledge i can withdraw upto rs from the atm per day,0.7569,Positive
2020-01-22,2020-01,HDFC Bank,5.0,from last year i have been using the salary account from hdfc their sales executive came to my office to open this account i used to visit the branch frequently and the response was fine internet banking facility is fast since its a salary account i dont need to maintain any minimum balance i have downloaded the app also,0.2023,Positive
2020-01-22,2020-01,Axis Bank,5.0,i am using axis savings account from since frequently i use net banking service as well as mobile banking service for money transfer to pay emi i will check the account transaction details the banking service and customer service are good,0.5574,Positive
2020-01-22,2020-01,SBI,5.0,years back i opened the savings account from state bank of india my main usage will be there in this account the branch is located near to my home due to that i have chosen this bank branch is crowded most of the times but the staff response is good they dont take any hidden charges,0.296,Positive
2020-01-22,2020-01,HDFC Bank,4.0,my salary account was opened in hdfc bank around years before its a zero balance account based on my usage i will maintain the balance sometimes internet banking facility is good i used to get some offers for the debit card because of this im not using this account much,0.4404,Positive
2020-01-21,2020-01,review,3.5,i have been using savings account with bank of baroda for more than years and its been very good experience they are giving interest rate for savings account and its okay im not using mobile banking for checking balance and to do transactions their service was good and no need to maintain minimum balance,0.8882,Positive
2020-01-21,2020-01,review,5.0,i have yes bank salary account which i am using for the past to years i am using net banking service as well as mobile banking service i am using both the service for personal use each and every transaction is safe and there will be a secure banking service i havent undergone any fraudulent transactions so far,0.894,Positive
2020-01-21,2020-01,SBI,2.0,i have a savings account from state bank of india but im not utilizing the account for last years they did not respond properly when i lost my atm card years back and i applied the card in branch by filling the form manually and gave it to their staff but still i didnt receive the same even though i have visited their branch so many times but my work is not completed,-0.4497,Negative
2020-01-21,2020-01,SBI,5.0,i have sbi salary account for the past years service is very good and not faced any issues i am using net banking service which is very good and if contact customer service will get good responseif need to check any transaction details can check online as well as using formoney transfer,0.8929,Positive
2020-01-21,2020-01,SBI,5.0,i am using the salary account from sbi more than years i need to maintain a minimum balance of rs their net banking facility is outstanding i can add the recipients details easily but it takes days for the approval they are not taking any hidden charges for cash withdrawal and deposits they have to provide a zero balance account since its a nationalized bank,0.705,Positive
2020-01-21,2020-01,review,5.0,i have a savings account with federal bank and this is salary comes savings account so no need to maintain minimum balance i am getting alert messages whenever i do transaction and the debit card which i am using it is a international card no charges for this card customer service was good,-0.4083,Negative
2020-01-21,2020-01,HDFC Bank,5.0,i opened the salary account nearly years ago from hdfc without any particular reason its salary account hence its a zero balance account its easy to use the internet banking and mobile app is awesome when i visited their branch they are asking my address proof to change the address since im staying in pg im unable to provide any proof if they have a option to change the address in the net banking it would be fine,0.8316,Positive
2020-01-21,2020-01,SBI,2.0,i have a savings account with sbi but they are providing unhappy service to the customer both in call centre as well as in the branch its not a zero balance account because i need to maintain a minimum balance of rs hence i have stopped doing the transaction from this account even though the account is years old,-0.5267,Negative
2020-01-21,2020-01,SBI,5.0,in the year of opened my savings account i have selected sbi its because of the good bank and i can find the atm anywhere i need to hold a minimum balance of rs its convenient to use their internet banking facility they are not taking any kind of additional charges some times the branch experience is fine,0.3818,Positive
2020-01-21,2020-01,review,5.0,my salary account is from andhra bank and im using this account for more than years im using the internet banking facility and its fine to use andhra bank is located in the same building where my office got located and the response is too good my salary is getting credited on time and the service also fine,0.7906,Positive
2020-01-21,2020-01,SBI,4.0,i am using sbi salary account for almost years but whenever i visit their branch they will torture the customer by saying the sign mismatch their internet banking facility is good if they are improving the service in the branch it would be fine its a hassle free account to use,0.8338,Positive
2020-01-21,2020-01,Citibank,4.0,i am having a savings account from citi bank but im not doing much transaction from this account citi bank customer care service is superb because i dont need to visit the branch because they will rectify through the call they tried to resolve the problem then and there i basically recommended this account to everyone actually this was my previous company salary account once i visit the branch they have converted into zero balance savings account they never say no for most of the things,0.9364,Positive
2020-01-21,2020-01,HDFC Bank,4.5,i am using hdfc bank salary account for the past years net banking service as well as mobile banking service both are very user friendly both service is used for money transfer credit card bill payment as well as recharge and also can check transaction historycustomer service is also good if i have any doubts personal relationship manager will speak and assist,0.8744,Positive
2020-01-21,2020-01,SBI,5.0,i am having sbi saving account for the past years i am using net banking service as well as mobile banking service both the service are used for money transfer and can check all the transaction details they are very convenient for the usage as well,0.4939,Positive
2020-01-20,2020-01,IDBI,5.0,i have opened a saving account with idbi bank for the past years ago need to maintain a minimum balance of rupees the charges are nominal atm and branches are near from my place i am using only net banking and it is good to use it i would prefer online transaction rather in atm within a second i use to get alert message from their end,0.4588,Positive
2020-01-20,2020-01,HDFC Bank,5.0,i have been holding a salary account with hdfc bank for more than months it is a zero balance account no hidden charges so far i am using only mobile app and it is user friendly to access their service is good some time i get offers message from their end,0.4215,Positive
2020-01-20,2020-01,SBI,5.0,my saving account in sbi and i am using this account more than years this is a zero balance account my friend recommended so i got zero balance account till now there was no issues i am not using net banking and if i withdrawn cash im getting alert message on time,0.6124,Positive
2020-01-20,2020-01,HDFC Bank,4.5,i have opened the salary account with hdfc bank in the year of and because of my company has provided the salary account from this bank once i left the company i have changed into savings account its a zero balance account net banking facility is very good and i am not using mobile app i dont find any issue while doing the transactions,0.4927,Positive
2020-01-20,2020-01,Axis Bank,3.5,i have axis bank salary account which i am holding for past years i am using net baning service as well as mobile banking service it is used for money transfer recharge and for credit card bill payment the customer service is average and banking service is good to me,0.765,Positive
2020-01-20,2020-01,SBI,4.5,i am holding a salary come saving account from sbi for more than years there is no hidden charges in this bank but need to maintain a minimum balance of rupees i am using mobile app and it is user friendly to access i use to get an alert messages from bank whenever i do a transactions atm charges are avail of rupees if i use more than times with same bank and other banks more than times in a month,0.5106,Positive
2020-01-20,2020-01,Kotak,5.0,i have kotak mahindra salary account which i am using for the past years i am using net banking service as well as mobile banking service both are used for money transfer if have any queries need to contact customer service secure transaction with safe banking service,0.7506,Positive
2020-01-20,2020-01,HDFC Bank,4.0,i have been holding savings account with hdfc bank for the past years i have to maintain minimum balance of rsk the rate of interest was nominal and also no charges for debit card customer service and responsiveness are good and the interest rate for savings is little high,0.6808,Positive
2020-01-20,2020-01,SBI,5.0,i am holding a saving account from sbi for more than years there is no hidden charges in this bank it is a zero balance account i am using mobile app and net banking both are user friendly to access i use to get an alert messages from bank whenever i do a transactions,0.2732,Positive
2020-01-20,2020-01,SBI,5.0,sbi is a very good bank their executive is understanding the customer concern well and ready to help at any cost i have been using the savings account for last years and i no need to maintain any minimum balance because this is salary comes savings account,0.807,Positive
2020-01-20,2020-01,IndusInd Bank,5.0,i have a saving account with indusind bank since i am using this account more than years this is salary cums savings so i no need to maintain minimum balance mobile application is user friendly to access no charges for other banks withdrawn i am using internet banking that was good,-0.1858,Negative
2020-01-20,2020-01,Axis Bank,4.0,i am using axis bank salary account for the past years frequently i use net banking service as well as mobile banking service for money transfer to pay emi and to check the account transaction details the banking service and customer service are quite average,0.1779,Positive
2020-01-20,2020-01,Citibank,5.0,my salary account is maintained with citi bank for nearly and till now there was no issues the rate of interest is very less for the loans and there is no hidden charges but i have not tried moreover its a friendly bank according to my experience i am using their online service which is very excellent no need to maintain minimum amount,0.8042,Positive
2020-01-20,2020-01,IndusInd Bank,2.0,when i was working in my previous company they have offered me a salary account with indusind bank i have used this account for last years most of the time their servers are down and atm is not good even if i visit the branch for any request they asked me to provide a written letter as well if i do cash deposit from other bank atm to this bank account they are taking a extra charges of rs,-0.3412,Negative
2020-01-20,2020-01,review,5.0,i am maintaining indian bank savings account for more than years their service is little bit slow because i found less of atm in bangalore when i was doing my studies i opened this account for the scholarship purpose i need to travel for kms to visit the branch and also i need to maintain a minimum balance of rs or else they will give months time to hold some balance after i lost mobile i didnt use their mobile app and for transferring the money is easy from the app,0.1531,Positive
2020-01-20,2020-01,Kotak,5.0,i am using kotak mahindra bank mobile app for past years since i opened the account their response is okay no need to maintain any minimum balance in this account since its a salary account i have not find any issue by using their debit card and yearly once they are giving offers for debit card,0.2732,Positive
2020-01-20,2020-01,SBI,3.0,i am doing all my transactions through sbi its been years i am holding this saving account there is requirement for minimum balance so i am keeping some balance on a monthly basis the branch is near by to my residence and also the customer service need to improve,0.4404,Positive
2020-01-20,2020-01,HDFC Bank,5.0,i have been holding salary account with hdfc bank for the past months the customer service and response are good if i call the customer care also they responding properly this is a zero balance account so no need to maintain minimum balance,0.4996,Positive
2020-01-20,2020-01,Axis Bank,5.0,i am holding the salary account for last years from axis bank their executive came to my office to given this account and they have provided me a cheque book and debit card after days its a zero balance account to use bank experience was good and the branch is not that much crowded i am getting the notification immediately when i do a transaction,0.4404,Positive
2020-01-20,2020-01,review,5.0,i have saraswat cooperative bank salary account for the past yearsi am using net banking service as well as mobile banking service both are very user friendly each transaction is done very frequently if have any queries need to contact customer service as well as branch,0.7703,Positive
2020-01-20,2020-01,Kotak,5.0,i am holding kotak bank salary account for more than years no need to maintain a minimum balance amount there is no sms charges for this account the best in this bank is mobile app and net banking both are user friendly to access atm and branches are near within a kilometers from my place if i use other bank atms for n number of transaction there will be no charge i use to get offers message from their end,0.0539,Positive
2020-01-20,2020-01,HDFC Bank,5.0,its been years i am using hdfc bank account its a zero balance account for a salary account holderum balance they have provided me a debit card and also i got the cheque book customer service was good and also they given a domestic credit card,0.6705,Positive
2020-01-20,2020-01,review,5.0,i didnt get any issue with syndicate bank account so i never contacted the customer care service even if i face any issue i will visit the branch because its located nearby my place from years i am holding this account i am not using the internet banking even though its a salary account i need to maintain a minimum balance of rs in my branch atm will be in out of order or cash will not be there which needs to be improved,0.743,Positive
2020-01-20,2020-01,Kotak,3.0,i have been using kotak mahindra bank saving account for more than years the branch services are good but if i contact there will be no proper response no hidden charges for this account but charges only for cheque book i use to get offers message from their end,-0.8381,Negative
2020-01-20,2020-01,Kotak,4.0,i have opened a saving account with kotak bank for my personal need before years ago i use to get offer message from their end each and every transaction is safe and secured their service is good the main benefit is no need to maintain amount in this account on monthly basis,0.8519,Positive
2020-01-20,2020-01,HDFC Bank,3.0,i have been using salary account from hdfc bank for the past years no need to maintain a minimum balance account since its salary account so far i have not felt any hidden charges from their end atm and branches services are good i use to get alert message on time,0.2023,Positive
2020-01-19,2020-01,SBI,2.5,i have a saving account with sbi for past years the yearly maintenance charges for debit card is around rs minimum balance want to maintain is rs customer support cannot be connected easily i am not getting any offers like personal loan which is drawback,0.3322,Positive
2020-01-19,2020-01,review,3.0,i am holding saving account with corporation bank for the past years it is a zero balance account and no hidden charges are applicable atm and branches are far from my place it is very rare to point out in my city there is limit usage of this account i have not received any offers message,-0.5106,Negative
2020-01-19,2020-01,SBI,4.0,i have been holding sbi saving account for more than years need to maintain a minimum balance of rupees if not sustain on monthly charges are applicable of high i use to get remainder message to maintain an amount sms charges are applicable on annual basis of rupees their service is good,-0.0772,Negative
2020-01-18,2020-01,HDFC Bank,4.0,i am holding salary account with hdfc bank for more than a year no need to maintain a minimum amount since its salary account i had not faced any hidden charges i use to get alert message on time from their end atm and branches service are good,0.1372,Positive
2020-01-18,2020-01,review,4.0,south bank service is really good and i dont find any issue on this account i am using this account since last years and i need to maintain a minimum balance of rs its good to use the internet banking facility and mobile app they will respond properly to the customer they wont take any hidden charges,0.647,Positive
2020-01-18,2020-01,HDFC Bank,3.5,i have been holding salary account from hdfc bank for the past years sometimes they have done cheque bounces for that they have charged high from my account hence im planning to change my salary account because they are taking so much amount from my account without any prior intimation if i call the customer care also they wont respond properly hence im fed up of this account,0.34,Positive
2020-01-18,2020-01,SBI,5.0,i have opened the salary account from state bank of india on years ago its a zero balance account since its a salary account their net banking facility is really good and i dont find any issue on that banking service is really good they are not taking any kind of extra charges they gave me a withdrawal limit of rs per day from the atm,0.6582,Positive
2020-01-18,2020-01,SBI,4.0,sbi branch is nearby my office thats the reason i am operating this account for depositing the money it was hectic they should have enough cdms they dont have proper atm and the banking service is not good but their net banking facility is really good whenever i go for deposit through cdm they are opening the center by am customer support doesnt help me any time in the branch so would suggest them to improve the service,0.1781,Positive
2020-01-18,2020-01,review,3.5,i have started using yes bank salary account on one month before their app is not working properly because when i do my first payment it took almost hours hence they need to improve their app they are sending the statements on time i havent tried the internet banking facility i spoke with the customer care person to know about the customer id number and they were very helpful,0.9041,Positive
2020-01-18,2020-01,SBI,4.5,i am doing all my transactions through sbi its been years i am using salary cum saving account there is no requirement for minimum balance but am keeping some balance on a monthly basis the branch is near by to my residence and also the customer service was good,0.5023,Positive
2020-01-18,2020-01,HDFC Bank,5.0,i have opened a salary account from hdfc bank for more than years ago no need to maintain a minimum balance account and no hidden charges as well atm charges are avail for each transaction mobile app and net banking both are user friendly to access,-0.3182,Negative
2020-01-18,2020-01,review,5.0,my salary account is maintained in yes bank nearly years and till now there was no issues the rate of interest is very less for the loans and there is no hidden charges more over its a good bank according to my experience i am using online service which is very good,0.7599,Positive
2020-01-18,2020-01,SBI,4.0,my salary account is maintained in state bank of india nearly years and till now there was no issues the rate of interest is very less for the loans and there is no hidden charges moreover i am using the online service which is very good customer service was not good need to improve,0.7774,Positive
2020-01-18,2020-01,Kotak,5.0,i had opened my salary account from kotak bank and using for the past years the sales executive has came to my office to open this account net banking facility is easy to understand its a zero balance account i never visited their branch for any kind of complaints,-0.024,Neutral
2020-01-18,2020-01,Kotak,5.0,its been years with kotak mahindra this is my salary comes savings account which was provided by my company the process was simple and bank person came to my office for documentation and the interest rate is good customer service and responsiveness was also good,0.8316,Positive
2020-01-17,2020-01,review,5.0,standard chartered bank is providing good services because they are providing unlimited withdrawal from other atms its a zero balance account i have visited their branch and the response was prompt i dont find much atms and more branches in my area because only one branch is available in my location,0.4588,Positive
2020-01-17,2020-01,HDFC Bank,2.0,i am having a savings account from hdfc and whenever im going to their branch for any kind of query they are delaying the process they have changed my salary account to savings account without any information but they have charged me some amount also by saying its because of the non balance maintenance when i complaint with the bank staff they are not ready to help me out and they said its a rbi rule,-0.8608,Negative
2020-01-17,2020-01,SBI,3.5,i have to go to their sbi branch for any kind of update in my profile and need to give a physical letter to be submitted in the branch if i do it through online i just a reference number alone but nothing will change unless or until giving the physical letter in the branch more than years i am using this account they have given lot of option in online but still human intervention is there,0.4118,Positive
2020-01-17,2020-01,Citibank,5.0,there is no challenges in citi bank wherever i go like other countries there is no change in their service from citi bank im holding the salary account for years its a zero balance account if im traveling to other countries hence they will allow the customer to access the over draft balance based on the salary they dont charge anything for using of other bank atm they will allow us to the use any of the atm across the globe,0.296,Positive
2020-01-17,2020-01,SBI,4.0,sbi is a very good bank and their executive is not understanding the customer concern and not ready to help at any cast which they need to improve on i have been using the savings account from past years it is a zero balance account so no need to maintain minimum balance,-0.0364,Neutral
2020-01-17,2020-01,SBI,5.0,in sbi they are not taking any kind of hidden charges i use my salary account from sbi from the year of i need to maintain a minimum balance of rs its convenient to use the net banking facility for withdrawing the money i visit the branch and they are giving good response,0.4939,Positive
2020-01-17,2020-01,Kotak,5.0,in kotak mahindra bank i hold my salary account and i am using this account for last years its good to use the internet banking and mobile app facility i have visited their branch and the response is really good i found the atm is nearby my residence sometimes im getting offers on debit card also,0.7003,Positive
2020-01-17,2020-01,HDFC Bank,5.0,i have been using my savings account with hdfc for more than years and its been very good experiencethis is a zero balance account because this is salary comes savings accountthis is a domestic card and the customer service and responsiveness was good,0.7496,Positive
2020-01-17,2020-01,Kotak,4.0,i have been using savings account with kotak for more than years and its been very good experience they are giving interest rate for savings account and its okay im using mobile banking good for checking balance and to do transactions their application is easy to access no need to maintain minimum balance because this is salary comes saving account,0.9244,Positive
2020-01-17,2020-01,HDFC Bank,5.0,in the year of i have opened the salary account with hdfc its a zero balance account i have visited bachupally branch in hyderabad and the response was really good the branch is located near to my office i can find all the branches and atms in all the places and i am receiving the otp immediately whenever im doing the transaction,0.4927,Positive
2020-01-17,2020-01,review,5.0,i have union bank of india salary account for the past to yearsi am doing the transaction frequently there will be message alert for each transaction i am using this account regularly if have any query and contact customer service will get good responsethere was no fraudulent transaction happend so far,-0.0772,Negative
2020-01-16,2020-01,Citibank,5.0,i am holding a salary account with citi bank for more than years it is a zero balance account and no hidden charges are avail offers message i use to get on time based on my eligibility atm and branches services are good each and every transaction is safe and secured,0.6369,Positive
2020-01-16,2020-01,SBI,5.0,sbi service is good and i am glad to have an account here i have opened an account on years before no need to maintain a minimum amount there is no any hidden charges atm and branches are bit far away from my place so far i had not faced any charges for sms alert and atm withdrawals,0.128,Positive
2020-01-16,2020-01,Kotak,5.0,i am holding saving account with kotak bank for more than years need to maintain a minimum balance of k the charges are high of rupees for non maintenance sms charge is also available of rupees once in or months i use to get offers message on time,-0.2732,Negative
2020-01-16,2020-01,HDFC Bank,5.0,i have opened a salary account from hdfc bank i have been holding this account for more than years their service is prompt to the customer i do get alert message on time whenever i do a transaction atm charges are avail if i use more than times in a month i use to get offer message from bank end,0.0258,Neutral
2020-01-16,2020-01,SBI,5.0,my savings account was taken from state bank of india and i opted this account for years back for the scholarship purpose i opened this account i have converted my student account into normal savings account so now i need to hold the balance amount of rs i dont use this account for last years hence the account has been blocked,-0.2732,Negative
2020-01-16,2020-01,HDFC Bank,5.0,hdfc is giving many offers for the salary account holder its been years since i am holding the salary account with them its a zero maintenance account they are giving offers like based on my purchase they are providing some reward pointseven i receive offer for personal loan and vehicle loan based on my transactions,0.875,Positive
2020-01-16,2020-01,Axis Bank,5.0,i had opened a saving account with axis bank on years back for my personal need mobile app is user friendly to access but they have tied with courier service is not good no proper update from their end in this account need to maintain an amount of k if not charges are high,0.3703,Positive
2020-01-16,2020-01,SBI,4.0,in sbi they are taking some unwanted charges from the year of onwards i am having this salary account i am maintaining a minimum balance of rs in branch i opened this account and the response was good even though the branch was crowded but the staffs are very helpful,0.6236,Positive
2020-01-16,2020-01,review,5.0,i went to the andhra bank to open my salary account from the year of i am using this account there is no need of maintaining any balance on this account i do use their net banking and mobile app facility which is quite comfortable to use once i opened the account they took day to provide the debit card and net banking password but it took week for cheque book,0.177,Positive
2020-01-16,2020-01,HDFC Bank,4.0,i have been holding a salary account with hdfc bank for more than years no need to maintain a minimum balance account and i have not faced any hidden charges with them i use to get alert message or mail on time whenever i do a transaction overall their service is good,0.1372,Positive
2020-01-16,2020-01,review,3.0,opened my standard chartered bank savings account years back since the branch was near to my home i have chosen this bank the bank is looking very posh but there is no proper customer care service and i need to wait for a long time i havent used the mobile app and internet banking is quite okay to access,0.6474,Positive
2020-01-16,2020-01,Axis Bank,5.0,its been around years i am holding this salary account from axis bank and i have not faced any trouble on this account they do provide offers for axis bank debit card its a zero balance account i used to visit the branch on a rarely basis and the response was good because the staff support was helpful,0.8644,Positive
2020-01-16,2020-01,review,5.0,my salary account opened year before and it was with bank of baroda bank sales executive came to my place to open this account there is no minimum balance required and they have provided me a cheque book and debit card immediately they are not taking any kind of hidden charges,-0.5106,Negative
2020-01-14,2020-01,SBI,5.0,i have been holding a saving account from sbi for more than years need to maintain a minimum balance of k if not maintain an amount charges are applicable of rupees till now i have not faced any hidden charges i am using mobile app and it is user friendly to access whenever i do a transactions i use to get an alert messages from bank sms charges are avail on months once the amount of rupees,0.0258,Neutral
2020-01-14,2020-01,HDFC Bank,5.0,i have opened a salary account from hdfc bank i have been holding this account for more than years their service is prompt to the customer and resolved the query on time atm charges are available if i use the debit card more than times in a month i use to get offer message from bank end,-0.1027,Negative
2020-01-14,2020-01,SBI,3.5,sbi service is good and i am happy to have an account with them for my personal need i have opened an account on years before need to maintain a minimum amount of k if not charges are applicable there is no hidden charges but atm and sms charges are avail on quarterly basis,0.6942,Positive
2020-01-14,2020-01,Axis Bank,3.5,i have been holding salary account with axis bank for more than months after banking hour if i deposit money in atm they are making some charges on monthly basis mobile app is good to use atm charges are avail on monthly basis their service is good,0.3818,Positive
2020-01-14,2020-01,HDFC Bank,4.0,i have opened an account for a salary with hdfc bank on years ago since it is a salary account no need to maintain a minimum balance i use to get alert message on time whenever i do a transaction it is user friendly to use mobile app and net banking service so far i havent faced any atm charges,0.2732,Positive
2020-01-14,2020-01,SBI,5.0,i am holding a salary account in sbi for more than years there is no hidden charges in this bank it is a zero balance account i am using mobile app and net banking both are user friendly to access i use to get an alert messages from bank whenever i do a transactions atms and branches services are good i use to get some offer messages from their end,0.6124,Positive
2020-01-13,2020-01,review,4.0,i have been holding an account for a saving with rbl for more than years this is a zero balance account and this is fully personal account there is no hidden charges in this bank i am using mobile app and net banking both are user friendly to access i am getting an alert messages from bank whenever i do a transactions service was good,0.6124,Positive
2020-01-13,2020-01,review,4.0,in the year of i have started this savings account from corporation no need to maintain minimum balance on this account i have selected their internet banking facility is very user friendly they are not taking any kind of additional charges and the service was good,0.4728,Positive
2020-01-13,2020-01,review,4.0,this is a salary comes savings so no need to maintain minimum balance i have been using this account with yes bank for more than years and its been very good experience they are giving interest rate for savings account and its okay im using mobile banking for checking balance and to do transactions their app is easy to access,0.9048,Positive
2020-01-13,2020-01,Axis Bank,5.0,its been one year with axis bank and their interest rate is really good they are providing for savings its easy to contact the customer service anytime its a zero balance account their net banking and mobile app is quite comfortable to access i got a domestic debit card,0.9133,Positive
2020-01-13,2020-01,Axis Bank,5.0,its very excellent with axis bank and am using the salary account for more than years there was no extra charges for atm withdrawal and i can send the money immediately through online banking rtgs service is fine the interest rate is negotiable only gst is higher around for emi conversion on credit card,0.8016,Positive
2020-01-13,2020-01,HDFC Bank,5.0,i have completed years with hdfc bank my salary account is a zero balance the charges are applicable for withdraw there was no difficulties with net banking i have called the customer service and the response was happy i got a domestic debit card,-0.2023,Negative
2020-01-13,2020-01,HDFC Bank,5.0,i am holding saving account with hdfc bank for more than years it is saving comes salary account no need to maintain a minimum balance account and no charges are avail atm and branches are avail i am using both mobile app and net banking both are user friendly to access,-0.3182,Negative
2020-01-13,2020-01,review,5.0,i have been holding salary account with karnataka bank for more than years need to maintain a minimum balance of rupees there is no hidden charges in this account atm and branches services are good mobile app is good and i have opened net banking but yet to use it atm charges are avail of rupees on yearly basis,-0.2263,Negative
2020-01-12,2020-01,review,5.0,oriental bank of commerce is a very good bank their executive is understanding the customer concern well and ready to help at any cost i have been using the savings account for last years i am maintaining minimum balance of rupees i do get privilege till today,0.8999,Positive
2020-01-12,2020-01,Punjab National Bank,4.0,my salary account is maintained in pnb bank for nearly years and till now there was no issues the rate of interest not sure moreover its a friendly bank according to my experience i am using the online service which is very good recently year getting issue not getting message when i withdrawn cash over all it is good service,0.8564,Positive
2020-01-12,2020-01,Kotak,3.0,in the year of may opened my savings account i have selected kotak because it is a salary account their atm service is very less it is very convenient to use their internet banking facility google pay phone pay they are taking additional charges so much need to improve in customer service i spoke to different member in a week and also for net banking spoke to people nicely,0.4404,Positive
2020-01-12,2020-01,Kotak,4.5,i have opened a savings account with kotak mahindra before years i have selected kotak because of the good service this is a salary comes savings account no need to maintain minimum balance i am using usa transaction with this account i can do transaction within a minute in this website this bank has very less atm center i got an international card i can use in both india and abroad and its very convenient to use their internet banking facility mostly i use application only they are not taking any kind of additional charges,-0.1027,Negative
2020-01-11,2020-01,SBI,5.0,i have state bank of india salary account almost years i am using net banking service as well as mobile banking service both are very user friendly i am using this servie for money trasfer and to check transaction details each and every transacton is safe and secure there was no fraudulent transaction happend so far,0.6682,Positive
2020-01-11,2020-01,SBI,5.0,i have been holding a saving come salary account with sbi for more than years it is a zero balance account and so far i have not felt any hidden charges for this account atm and branches are everywhere i am not using mobile app yet each and every transaction is safe and secured,0.5423,Positive
2020-01-10,2020-01,Kotak,4.0,i have opened a salary account with kotak bank for more than years no need to maintain a minimum balance and some hidden charges are avail on every months regarding for cheque maintenance and ecs they use to detect the amount of rupees since i have been holding this account for many years but still now i havent received any offer message,-0.3142,Negative
2020-01-10,2020-01,Canara Bank,4.0,i am holding a saving account with canara bank for more than years so far i havent received any offer message no need to maintain a minimum balance and some hidden charges are avail on every months regarding for cheque maintenance and ecs they use to detect the amount of rupees,-0.5106,Negative
2020-01-10,2020-01,SBI,5.0,my salary account is associated with sbi for past years which belongs to defence civilian and there is no specific advantage on this account only i get an offer for pre approved loan there is no need to maintain for minimum balance i went to the branch and done kyc updation by today am satisfied with the response the drawback is they dont have sufficient cdm and need to avoid extra charges,0.0772,Positive
2020-01-10,2020-01,HDFC Bank,4.0,my salary account is in hdfc bank i am holding this policy since years once in months there are charging rs for card charges so no need to maintain minimum balance the customer service was good interest rate is little bit high need to work on interest,0.6038,Positive
2020-01-10,2020-01,HDFC Bank,5.0,i have been holding an account for a saving with hdfc bank for more than years there is no hidden charges in this bank being a salary account no need to maintain minimum balance i am using mobile app and net banking both are user friendly to access i am getting an alert messages from bank whenever i do a transactions,-0.0258,Neutral
2020-01-10,2020-01,HDFC Bank,5.0,my company has provided a salary account from hdfc bank i am using this account for the last years its a zero balance maintenance account their mobile banking facility is good and easy to activate i called the customer care service and their response is very good i have done lots of transaction from this account whenever i called them they guide me in a proper way,0.8979,Positive
2020-01-10,2020-01,review,5.0,i am holding a saving account with syndicate bank for the past years need to maintain a minimum balance amount previous it was my salary account since i left the job now i am not using much this account net banking is user friendly their service is good,0.7269,Positive
2020-01-10,2020-01,SBI,5.0,i am holding saving account with sbi for more than years need to maintain a minimum balance account some time hidden charges are avail and deduct some amount atm and branches are near net banking is user friendly to access atm charges are avail in this bank,0.0,Neutral
2020-01-09,2020-01,HDFC Bank,5.0,i am holding a salary account with hdfc bank for more than years there is no hidden charges in this bank it is a zero balance account i am using net banking and it is user friendly to access i use to get an alert messages from bank whenever i do a transactions atm and branches are near to reach them directly,0.296,Positive
